authorID,groupID,author_name,author_order,address,university,department,postal_code,city,state,country,RP_address,RI,OI,UT,refID,PT,PY,PU
44770,44770,"Chandia, Bosco",2,"Budongo Conservat Field Stn, Masindi, Uganda.",budongo conservat field stn,NA,NA,masindi,NA,uganda,NA,NA,NA,WOS:000835714600001,15429,J,2022,OXFORD UNIV PRESS INC
44771,3007,"Leroux, Mael",1,"Univ Zurich, Dept Comparat Language Sci, Affolternstr 56, CH-8050 Zurich, Switzerland.",univ zurich,dept comparat language sci,8050,zurich,NA,switzerland,NA,GVS-1622-2022,0000-0001-7087-449X,WOS:000835714600001,15429,J,2022,OXFORD UNIV PRESS INC
44772,3009,"Townsend, Simon W.",5,"Univ Zurich, Dept Comparat Language Sci, Affolternstr 56, CH-8050 Zurich, Switzerland.",univ zurich,dept comparat language sci,8050,zurich,NA,switzerland,NA,NA,NA,WOS:000835714600001,15429,J,2022,OXFORD UNIV PRESS INC
44773,371,"Zuberbuehler, Klaus",4,"Budongo Conservat Field Stn, Masindi, Uganda.",budongo conservat field stn,NA,NA,masindi,NA,uganda,NA,A-9053-2011,0000-0001-8378-088X,WOS:000835714600001,15429,J,2022,OXFORD UNIV PRESS INC
44774,44774,"Bulla, Martin",4,"Max Planck Inst Ornithol, Dept Behav Ecol & Evolutionary Genet, Eberhard Gwinner Str 8, D-82319 Seewiesen, Germany.",max planck inst ornithol,dept behav ecol & evolutionary genet,82319,seewiesen,NA,germany,NA,F-2946-2011,0000-0002-1328-1927,WOS:000785613300001,15430,J,2022,OXFORD UNIV PRESS INC
44775,44775,"Cragnolini, Margherita",3,"Max Planck Inst Ornithol, Dept Behav Ecol & Evolutionary Genet, Eberhard Gwinner Str 8, D-82319 Seewiesen, Germany.",max planck inst ornithol,dept behav ecol & evolutionary genet,82319,seewiesen,NA,germany,NA,NA,NA,WOS:000785613300001,15430,J,2022,OXFORD UNIV PRESS INC
44776,355,"Jennions, Michael D.",7,Could not be extracted,could not be extracted,NA,NA,NA,NA,could not be extracted,NA,C-7560-2009,NA,WOS:000785613300001,15430,J,2022,OXFORD UNIV PRESS INC
44777,3093,"KEMPENAERS, B",6,"Max Planck Inst Ornithol, Dept Behav Ecol & Evolutionary Genet, Eberhard Gwinner Str 8, D-82319 Seewiesen, Germany.",max planck inst ornithol,dept behav ecol & evolutionary genet,82319,seewiesen,NA,germany,NA,NA,0000-0002-7505-5458,WOS:000785613300001,15430,J,2022,OXFORD UNIV PRESS INC
44778,11442,"Kwon, Eunbi",1,"Max Planck Inst Ornithol, Dept Behav Ecol & Evolutionary Genet, Eberhard Gwinner Str 8, D-82319 Seewiesen, Germany.",max planck inst ornithol,dept behav ecol & evolutionary genet,82319,seewiesen,NA,germany,NA,NA,0000-0001-6616-9763,WOS:000785613300001,15430,J,2022,OXFORD UNIV PRESS INC
44779,1730,"Lyon, BE",5,"Univ Calif Santa Cruz, Dept Ecol & Evolutionary Biol, 130 McAllister Way, Santa Cruz, CA 95060 USA.",univ calif santa cruz,dept ecol & evolutionary biol,95060,santa cruz,ca,usa,NA,NA,NA,WOS:000785613300001,15430,J,2022,OXFORD UNIV PRESS INC
44780,17387,"Valcu, Mihai",2,"Max Planck Inst Ornithol, Dept Behav Ecol & Evolutionary Genet, Eberhard Gwinner Str 8, D-82319 Seewiesen, Germany.",max planck inst ornithol,dept behav ecol & evolutionary genet,82319,seewiesen,NA,germany,NA,AAX-8842-2021,0000-0002-6907-7802,WOS:000785613300001,15430,J,2022,OXFORD UNIV PRESS INC
44781,58533,"Balzarini, Valentina",4,"Univ Vet Med Vienna, Dept Integrat Biol & Evolut, Konrad Lorenz Inst Ethol, Savoyenstr 1a, A-1160 Vienna, Austria.",univ vet med vienna,dept integrat biol & evolut,1160,vienna,NA,austria,NA,NA,NA,WOS:000757960400002,15431,J,2022,OXFORD UNIV PRESS INC
44782,7837,"Frommen, Joachim G.",1,"Univ Vet Med Vienna, Dept Integrat Biol & Evolut, Konrad Lorenz Inst Ethol, Savoyenstr 1a, A-1160 Vienna, Austria.",univ vet med vienna,dept integrat biol & evolut,1160,vienna,NA,austria,NA,D-6802-2013,0000-0002-1752-6944,WOS:000757960400002,15431,J,2022,OXFORD UNIV PRESS INC
44783,1341,"Hettyey, Attila",5,"Univ Vet Med Vienna, Dept Integrat Biol & Evolut, Konrad Lorenz Inst Ethol, Savoyenstr 1a, A-1160 Vienna, Austria.",univ vet med vienna,dept integrat biol & evolut,1160,vienna,NA,austria,NA,AFJ-8104-2022,0000-0003-0678-0936,WOS:000757960400002,15431,J,2022,OXFORD UNIV PRESS INC
44784,47115,"Santostefano, Francesca",3,"Univ Vet Med Vienna, Dept Integrat Biol & Evolut, Konrad Lorenz Inst Ethol, Savoyenstr 1a, A-1160 Vienna, Austria.",univ vet med vienna,dept integrat biol & evolut,1160,vienna,NA,austria,NA,NA,NA,WOS:000757960400002,15431,J,2022,OXFORD UNIV PRESS INC
44785,1101,"Thuenken, Timo",2,"Univ Bern, Inst Ecol & Evolut, Div Behav Ecol, Wohlenstr 50a, CH-3032 Hinterkappelen, Switzerland.",univ bern,inst ecol & evolut,3032,hinterkappelen,NA,switzerland,NA,NA,0000-0002-6518-8687,WOS:000757960400002,15431,J,2022,OXFORD UNIV PRESS INC
44786,30222,"Andre, Goncalo I.",1,"Univ Western Australia, Ctr Evolutionary Biol, Sch Biol Sci M092, Crawley 6009, Australia.",univ western australia,ctr evolutionary biol,6009,crawley,NA,australia,NA,NA,NA,WOS:000736063200014,15432,J,2021,OXFORD UNIV PRESS INC
44787,28216,"Firman, Renee Claire",2,"Univ Western Australia, Ctr Evolutionary Biol, Sch Biol Sci M092, Crawley 6009, Australia.",univ western australia,ctr evolutionary biol,6009,crawley,NA,australia,NA,C-3256-2013,0000-0001-9428-7388,WOS:000736063200014,15432,J,2021,OXFORD UNIV PRESS INC
44788,1710,"Simmons, LW",3,"Univ Western Australia, Ctr Evolutionary Biol, Sch Biol Sci M092, Crawley 6009, Australia.",univ western australia,ctr evolutionary biol,6009,crawley,NA,australia,NA,B-1815-2011,0000-0003-0562-1474,WOS:000736063200014,15432,J,2021,OXFORD UNIV PRESS INC
44789,44789,"Calabrese, Gina M.",1,"Univ N Carolina, Dept Biol, CB 3280, Chapel Hill, NC 27599 USA.",univ n carolina,dept biol,27599,chapel hill,nc,usa,NA,NA,0000-0002-9092-2396,WOS:000736063200013,15433,J,2021,OXFORD UNIV PRESS INC
44790,27926,"PFENNIG, DW",2,"Univ N Carolina, Dept Biol, CB 3280, Chapel Hill, NC 27599 USA.",univ n carolina,dept biol,27599,chapel hill,nc,usa,NA,NA,NA,WOS:000736063200013,15433,J,2021,OXFORD UNIV PRESS INC
44791,44791,"Bartel, Savannah L.",1,"Univ Wisconsin, Dept Integrat Biol, 363 Birge Hall,430 Lincoln Dr, Madison, WI 53706 USA.",univ wisconsin,dept integrat biol,53706,madison,wi,usa,NA,AAD-9256-2021,0000-0001-5735-262X,WOS:000713795600027,15434,J,2021,OXFORD UNIV PRESS INC
44792,3051,"Orrock, John L.",2,"Univ Wisconsin, Dept Integrat Biol, 363 Birge Hall,430 Lincoln Dr, Madison, WI 53706 USA.",univ wisconsin,dept integrat biol,53706,madison,wi,usa,NA,NA,NA,WOS:000713795600027,15434,J,2021,OXFORD UNIV PRESS INC
44793,44793,"Hamama, Silky",2,"Musumanene Farm, POB 630038, Choma, Zambia.",musumanene farm,pob 630038,630038,choma,NA,zambia,NA,NA,NA,WOS:000670793700021,15435,J,2021,OXFORD UNIV PRESS INC
44794,44794,"Jamie, Gabriel A.",1,"Univ Cambridge, Dept Zool, Downing St, Cambridge CB2 3EJ, England.",univ cambridge,dept zool,cb23ej,cambridge,NA,england,NA,NA,NA,WOS:000670793700021,15435,J,2021,OXFORD UNIV PRESS INC
44795,1557,"Kilner, RM",4,"Univ Cambridge, Dept Zool, Downing St, Cambridge CB2 3EJ, England.",univ cambridge,dept zool,cb23ej,cambridge,NA,england,NA,B-2867-2012,0000-0003-1159-0758,WOS:000670793700021,15435,J,2021,OXFORD UNIV PRESS INC
44796,44796,"Moya, Collins",3,"Musumanene Farm, POB 630038, Choma, Zambia.",musumanene farm,pob 630038,630038,choma,NA,zambia,NA,NA,NA,WOS:000670793700021,15435,J,2021,OXFORD UNIV PRESS INC
44797,3351,"Spottiswoode, Claire N.",5,"Univ Cambridge, Dept Zool, Downing St, Cambridge CB2 3EJ, England.",univ cambridge,dept zool,cb23ej,cambridge,NA,england,NA,NA,NA,WOS:000670793700021,15435,J,2021,OXFORD UNIV PRESS INC
44798,13251,"Crino, O. L.",4,"Deakin Univ, Ctr Integrat Ecol, Sch Life & Environm Sci, Burwood, Vic 3125, Australia.",deakin univ,ctr integrat ecol,3125,burwood,NA,australia,NA,ABD-4776-2021,0000-0001-5700-1387,WOS:000648925200013,15436,J,2021,OXFORD UNIV PRESS INC
44799,32035,"Delhey, K",2,"Monash Univ, Sch Biol Sci, Clayton, Vic 3800, Australia.",monash univ,sch biol sci,3800,clayton,NA,australia,NA,AAZ-5362-2020,NA,WOS:000648925200013,15436,J,2021,OXFORD UNIV PRESS INC
44800,44800,"McQueen, Alexandra",1,"Monash Univ, Sch Biol Sci, Clayton, Vic 3800, Australia.",monash univ,sch biol sci,3800,clayton,NA,australia,NA,NA,NA,WOS:000648925200013,15436,J,2021,OXFORD UNIV PRESS INC
44801,8435,"Peters, A",6,"Monash Univ, Sch Biol Sci, Clayton, Vic 3800, Australia.",monash univ,sch biol sci,3800,clayton,NA,australia,NA,A-1821-2010,0000-0001-8071-0560,WOS:000648925200013,15436,J,2021,OXFORD UNIV PRESS INC
44802,36398,"Roast, Michael J.",5,"Monash Univ, Sch Biol Sci, Clayton, Vic 3800, Australia.",monash univ,sch biol sci,3800,clayton,NA,australia,NA,P-8138-2019,0000-0002-9454-7562,WOS:000648925200013,15436,J,2021,OXFORD UNIV PRESS INC
44803,44803,"Szecsenyi, Beatrice",3,"Monash Univ, Sch Biol Sci, Clayton, Vic 3800, Australia.",monash univ,sch biol sci,3800,clayton,NA,australia,NA,NA,NA,WOS:000648925200013,15436,J,2021,OXFORD UNIV PRESS INC
44804,44804,"Aparicio, Dineilys",4,"Smithsonian Trop Res Inst, Balboa 084303092, Ancon, Panama.",smithsonian trop res inst,balboa 084303092,084303092,ancon,NA,panama,NA,NA,NA,WOS:000605685000020,15437,J,2020,OXFORD UNIV PRESS INC
44805,44805,"Cohen, Gregg",5,"Smithsonian Trop Res Inst, Balboa 084303092, Ancon, Panama.",smithsonian trop res inst,balboa 084303092,084303092,ancon,NA,panama,NA,NA,NA,WOS:000605685000020,15437,J,2020,OXFORD UNIV PRESS INC
44806,44806,"Divoll, Timothy J.",2,"SWCA Environm Consultants, Technol Solut, 15 Res Dr, Amherst, MA 01002 USA.",swca environm consultants,technol solut,01002,amherst,ma,usa,NA,L-4963-2017,NA,WOS:000605685000020,15437,J,2020,OXFORD UNIV PRESS INC
44807,42063,"Dixon, Marjorie May",3,"Univ Texas Austin, Dept Integrat Biol, 2451 Speedway C0930, Austin, TX 78712 USA.",univ texas austin,dept integrat biol,78712,austin,tx,usa,NA,NA,NA,WOS:000605685000020,15437,J,2020,OXFORD UNIV PRESS INC
44808,355,"Jennions, Michael D.",9,"Univ Texas Austin, Dept Integrat Biol, 2451 Speedway C0930, Austin, TX 78712 USA.",univ texas austin,dept integrat biol,78712,austin,tx,usa,NA,C-7560-2009,NA,WOS:000605685000020,15437,J,2020,OXFORD UNIV PRESS INC
44809,23374,"Jones, Patricia L.",1,"Bowdoin Coll, Dept Biol, 6500 Coll Stn, Brunswick, ME 04011 USA.",bowdoin coll,dept biol,04011,brunswick,me,usa,NA,NA,NA,WOS:000605685000020,15437,J,2020,OXFORD UNIV PRESS INC
44810,37108,"Mueller, Ulrich G.",6,"Univ Texas Austin, Dept Integrat Biol, 2451 Speedway C0930, Austin, TX 78712 USA.",univ texas austin,dept integrat biol,78712,austin,tx,usa,NA,NA,NA,WOS:000605685000020,15437,J,2020,OXFORD UNIV PRESS INC
44811,6561,"Page, Rachel A.",8,"Smithsonian Trop Res Inst, Balboa 084303092, Ancon, Panama.",smithsonian trop res inst,balboa 084303092,084303092,ancon,NA,panama,NA,AAE-4816-2021,0000-0001-7072-0669,WOS:000605685000020,15437,J,2020,OXFORD UNIV PRESS INC
44812,6561,"Page, Rachel A.",8,"Smithsonian Trop Res Inst, Balboa 084303092, Ancon, Panama.",smithsonian trop res inst,balboa 084303092,084303092,ancon,NA,panama,NA,GQQ-2818-2022,0000-0001-7072-0669,WOS:000605685000020,15437,J,2020,OXFORD UNIV PRESS INC
44813,460,"Ryan, Michael J.",7,"Univ Texas Austin, Dept Integrat Biol, 2451 Speedway C0930, Austin, TX 78712 USA.",univ texas austin,dept integrat biol,78712,austin,tx,usa,NA,NA,NA,WOS:000605685000020,15437,J,2020,OXFORD UNIV PRESS INC
44814,44814,"Ayllon, Daniel",3,"Complutense Univ Madrid UCM, Fac Biol, Dept Biodivers Ecol & Evolut, Ciudad Univ, E-28040 Madrid, Spain.",complutense univ madrid ucm,fac biol,28040,madrid,NA,spain,NA,K-6862-2019,0000-0001-7539-5287,WOS:000592965400012,15438,J,2020,OXFORD UNIV PRESS INC
44815,44815,"Harvey, Bret C.",2,"US Forest Serv, Pacific Southwest Res Stn, 1700 Bayview Dr, Arcata, CA 95521 USA.",us forest serv,pacific southwest res stn,95521,arcata,ca,usa,NA,JAX-7475-2023,NA,WOS:000592965400012,15438,J,2020,OXFORD UNIV PRESS INC
44816,44816,"Railsback, Steven F.",1,"Lang Railsback & Associates, 250 Calif Ave, Arcata, CA 95521 USA.",lang railsback & associates,250 calif ave,95521,arcata,ca,usa,NA,NA,0000-0002-5923-9847,WOS:000592965400012,15438,J,2020,OXFORD UNIV PRESS INC
44817,17584,"Campos, Stephanie M.",1,"Indiana Univ, Dept Biol, 1001 East Third St, Bloomington, IN 47405 USA.",indiana univ,dept biol,47405,bloomington,in,usa,NA,NA,NA,WOS:000591672200018,15439,J,2020,OXFORD UNIV PRESS INC
44818,44818,"Goldberg, Jay K.",5,"Indiana Univ, Dept Biol, 1001 East Third St, Bloomington, IN 47405 USA.",indiana univ,dept biol,47405,bloomington,in,usa,NA,NA,0000-0002-9851-5090,WOS:000591672200018,15439,J,2020,OXFORD UNIV PRESS INC
44819,21369,"HEWS, DK",7,"Indiana State Univ, Dept Biol, 600 North Chestnut St, Terre Haute, IN 47809 USA.",indiana state univ,dept biol,47809,terre haute,in,usa,NA,NA,0000-0002-2252-6711,WOS:000591672200018,15439,J,2020,OXFORD UNIV PRESS INC
44820,1570,"Martins, EP",9,"Arizona State Univ, Sch Life Sci, 427 East Tyler Mall, Tempe, AZ 85287 USA.",arizona state univ,sch life sci,85287,tempe,az,usa,NA,NA,0000-0002-8952-3240,WOS:000591672200018,15439,J,2020,OXFORD UNIV PRESS INC
44821,13084,"NOVOTNY, M",8,"Indiana Univ, Dept Chem, 800 E Kirkwood Ave, Bloomington, IN 47405 USA.",indiana univ,dept chem,47405,bloomington,in,usa,NA,NA,NA,WOS:000591672200018,15439,J,2020,OXFORD UNIV PRESS INC
44822,44822,"Pruett, Jake A.",2,"Southeastern Oklahoma State Univ, Dept Biol Sci, 425 W Univ Blvd, Durant, OK 74701 USA.",southeastern oklahoma state univ,dept biol sci,74701,durant,ok,usa,NA,NA,0000-0002-6421-0715,WOS:000591672200018,15439,J,2020,OXFORD UNIV PRESS INC
44823,13085,"Soini, H. A.",3,"Indiana Univ, Dept Chem, 800 E Kirkwood Ave, Bloomington, IN 47405 USA.",indiana univ,dept chem,47405,bloomington,in,usa,NA,NA,NA,WOS:000591672200018,15439,J,2020,OXFORD UNIV PRESS INC
44824,44824,"Vital-Garcia, Cuauhcihuatl",6,"Univ Autonoma Ciudad Juarez, Dept Ciencias Vet, Anillo Envolvente & Estocolmo S-N, Juarez 32310, Chihuahua, Mexico.",univ autonoma ciudad juarez,dept ciencias vet,32310,chihuahua,NA,mexico,NA,NA,NA,WOS:000591672200018,15439,J,2020,OXFORD UNIV PRESS INC
44825,44825,"Zuniga-Vega, J. Jaime",4,"Univ Nacl Autonoma Mexico, Dept Ecol & Recursos Nat, Fac Ciencias, Circuito Exterior S-N,Ciudad Univ, Mexico City 04510, DF, Mexico.",univ nacl autonoma mexico,dept ecol & recursos nat,04510,mexico city,NA,mexico,NA,NA,NA,WOS:000591672200018,15439,J,2020,OXFORD UNIV PRESS INC
44826,44826,"Daon, Yair",2,"NYU, Courant Inst Math Sci, 251 Mercer St, New York, NY 10012 USA.",nyu,courant inst math sci,10012,new york,ny,usa,NA,NA,0000-0002-7491-2008,WOS:000544153300019,15440,J,2020,OXFORD UNIV PRESS INC
44827,44827,"Harris, Keith D.",1,"Tel Aviv Univ, Sch Zool, 55 Haim Levanon St, IL-69978 Tel Aviv, Israel.",tel aviv univ,sch zool,69978,tel aviv,NA,israel,NA,NA,0000-0003-2162-9652,WOS:000544153300019,15440,J,2020,OXFORD UNIV PRESS INC
44828,59200,"Nanjundiah, Vidyanand",3,"Ctr Human Genet, BioTech Pk, Bengaluru 560100, India.",ctr human genet,biotech pk,560100,bengaluru,NA,india,NA,NA,NA,WOS:000544153300019,15440,J,2020,OXFORD UNIV PRESS INC
44829,2513,"Bee, Mark A.",3,"Univ Minnesota, Dept Ecol Evolut & Behav, St Paul, MN 55108 USA.",univ minnesota,dept ecol evolut & behav,55108,saint paul,mn,usa,NA,A-9410-2013,0000-0002-6770-9730,WOS:000515094600023,15441,J,2020,OXFORD UNIV PRESS INC
44830,44830,"BOURNE, GR",2,"Univ Missouri, Dept Biol, 8001 Nat Bridge Rd, St Louis, MO 63121 USA.",univ missouri,dept biol,63121,saint louis,mo,usa,NA,NA,NA,WOS:000515094600023,15441,J,2020,OXFORD UNIV PRESS INC
44831,44831,"Pettitt, Beth A.",1,"Univ Minnesota, Dept Ecol Evolut & Behav, St Paul, MN 55108 USA.",univ minnesota,dept ecol evolut & behav,55108,saint paul,mn,usa,NA,NA,NA,WOS:000515094600023,15441,J,2020,OXFORD UNIV PRESS INC
44832,44832,"Du, Juan",1,"Lanzhou Univ, Sch Life Sci, State Key Lab Grassland & Agroecosyst, 222 Tianshui Nan Lu, Lanzhou 730000, Gansu, Peoples R China.",lanzhou univ,sch life sci,730000,lanzhou,NA,china,NA,NA,NA,WOS:000501728400007,15442,J,2019,OXFORD UNIV PRESS INC
44833,34553,"Mace, R",2,"Lanzhou Univ, Sch Life Sci, State Key Lab Grassland & Agroecosyst, 222 Tianshui Nan Lu, Lanzhou 730000, Gansu, Peoples R China.",lanzhou univ,sch life sci,730000,lanzhou,NA,china,NA,NA,0000-0002-6137-7739,WOS:000501728400007,15442,J,2019,OXFORD UNIV PRESS INC
44834,44,"Farine, Damien R.",2,Could not be extracted,could not be extracted,NA,NA,NA,NA,could not be extracted,NA,Y-2454-2019,NA,WOS:000501728400033,15443,J,2019,OXFORD UNIV PRESS INC
44835,11458,"Maldonado-Chaparro, A. A.",1,Could not be extracted,could not be extracted,NA,NA,NA,NA,could not be extracted,NA,NA,NA,WOS:000501728400033,15443,J,2019,OXFORD UNIV PRESS INC
44836,44836,"Cozzi, Gabriele",5,"Kuruman River Reserve, Kalahari Res Ctr, ZA-8467 Van Zylsrus, South Africa.",kuruman river reserve,kalahari res ctr,8467,van zylsrus,NA,south africa,NA,AAG-7532-2021,0000-0002-1744-1940,WOS:000501728400011,15444,J,2019,OXFORD UNIV PRESS INC
44837,32620,"Maag, Nino",4,"Kuruman River Reserve, Kalahari Res Ctr, ZA-8467 Van Zylsrus, South Africa.",kuruman river reserve,kalahari res ctr,8467,van zylsrus,NA,south africa,NA,AFU-0105-2022,NA,WOS:000501728400011,15444,J,2019,OXFORD UNIV PRESS INC
44838,2062,"Morales-Gonzalez, Ana",1,"Kuruman River Reserve, Kalahari Res Ctr, ZA-8467 Van Zylsrus, South Africa.",kuruman river reserve,kalahari res ctr,8467,van zylsrus,NA,south africa,NA,NA,0000-0002-0633-1746,WOS:000501728400011,15444,J,2019,OXFORD UNIV PRESS INC
44839,41645,"Ozgul, Arpat",3,"Kuruman River Reserve, Kalahari Res Ctr, ZA-8467 Van Zylsrus, South Africa.",kuruman river reserve,kalahari res ctr,8467,van zylsrus,NA,south africa,NA,K-2032-2012,0000-0001-7477-2642,WOS:000501728400011,15444,J,2019,OXFORD UNIV PRESS INC
44840,2064,"Ruiz-Villar, Hector",2,"Kuruman River Reserve, Kalahari Res Ctr, ZA-8467 Van Zylsrus, South Africa.",kuruman river reserve,kalahari res ctr,8467,van zylsrus,NA,south africa,NA,NA,0000-0002-6133-1618,WOS:000501728400011,15444,J,2019,OXFORD UNIV PRESS INC
44841,44841,"Garcia, Natalia C.",1,"Cornell Univ, Cornell Lab Ornithol, Fuller Evolutionary Biol Program, 159 Sapsucker Woods Rd, Ithaca, NY 14850 USA.",cornell univ,cornell lab ornithol,14850,ithaca,ny,usa,NA,NA,0000-0003-3263-9637,WOS:000493376400009,15445,J,2019,OXFORD UNIV PRESS INC
44842,35536,"BARTON, RA",2,"Univ Durham, Dept Anthropol, South Rd, Durham DH1 3LE, England.",univ durham,dept anthropol,dh13le,durham,NA,england,NA,NA,0000-0002-2150-9637,WOS:000493378300002,15446,J,2019,OXFORD UNIV PRESS INC
44843,35538,"Shimoda, Rei",1,"Univ Durham, Dept Anthropol, South Rd, Durham DH1 3LE, England.",univ durham,dept anthropol,dh13le,durham,NA,england,NA,NA,NA,WOS:000493378300002,15446,J,2019,OXFORD UNIV PRESS INC
44844,44844,"Jaumann, Sarah",1,"Univ Minnesota, Dept Ecol Evolut & Behav, St Paul, MN 55108 USA.",univ minnesota,dept ecol evolut & behav,55108,saint paul,mn,usa,NA,NA,NA,WOS:000473761300035,15447,J,2019,OXFORD UNIV PRESS INC
44845,2416,"Snell-Rood, Emilie C.",2,"Univ Minnesota, Dept Ecol Evolut & Behav, St Paul, MN 55108 USA.",univ minnesota,dept ecol evolut & behav,55108,saint paul,mn,usa,NA,NA,0000-0002-2972-5895,WOS:000473761300035,15447,J,2019,OXFORD UNIV PRESS INC
44846,44846,"Geary, Brock",1,"Tulane Univ, Dept Ecol & Evolutionary Biol, 6823 St Charles Ave,400 Lindy Boggs Ctr, New Orleans, LA 70118 USA.",tulane univ,dept ecol & evolutionary biol,70118,new orleans,la,usa,NA,NA,0000-0002-6032-0052,WOS:000464932900010,15448,J,2019,OXFORD UNIV PRESS INC
44847,8180,"Karubian, Jordan",4,"Tulane Univ, Dept Ecol & Evolutionary Biol, 6823 St Charles Ave,400 Lindy Boggs Ctr, New Orleans, LA 70118 USA.",tulane univ,dept ecol & evolutionary biol,70118,new orleans,la,usa,NA,A-4364-2015,NA,WOS:000464932900010,15448,J,2019,OXFORD UNIV PRESS INC
44848,44848,"Leberg, PL",3,"Univ Louisiana Lafayette, Dept Biol, 410 East St Mary Blvd,108 Billeaud Hall, Lafayette, LA 70503 USA.",univ louisiana lafayette,dept biol,70503,lafayette,la,usa,NA,NA,NA,WOS:000464932900010,15448,J,2019,OXFORD UNIV PRESS INC
44849,44849,"Walter, Scott T.",2,"Tulane Univ, Dept Ecol & Evolutionary Biol, 6823 St Charles Ave,400 Lindy Boggs Ctr, New Orleans, LA 70118 USA.",tulane univ,dept ecol & evolutionary biol,70118,new orleans,la,usa,NA,NA,NA,WOS:000464932900010,15448,J,2019,OXFORD UNIV PRESS INC
44850,43331,"Forrette, Lindsay M.",4,"Indiana State Univ, Dept Biol, 600 North Chestnut St, Terre Haute, IN 47809 USA.",indiana state univ,dept biol,47809,terre haute,in,usa,NA,NA,NA,WOS:000464932900002,15449,J,2019,OXFORD UNIV PRESS INC
44851,6788,"Gonser, Rusty A.",5,"Indiana State Univ, Dept Biol, 600 North Chestnut St, Terre Haute, IN 47809 USA.",indiana state univ,dept biol,47809,terre haute,in,usa,NA,NA,NA,WOS:000464932900002,15449,J,2019,OXFORD UNIV PRESS INC
44852,6789,"Grunst, Andrea S.",1,"Indiana State Univ, Dept Biol, 600 North Chestnut St, Terre Haute, IN 47809 USA.",indiana state univ,dept biol,47809,terre haute,in,usa,NA,NA,0000-0001-5705-9845,WOS:000464932900002,15449,J,2019,OXFORD UNIV PRESS INC
44853,6790,"Grunst, Melissa L.",2,"Indiana State Univ, Dept Biol, 600 North Chestnut St, Terre Haute, IN 47809 USA.",indiana state univ,dept biol,47809,terre haute,in,usa,NA,ABA-7121-2020,0000-0002-3425-4020,WOS:000464932900002,15449,J,2019,OXFORD UNIV PRESS INC
44854,44854,"Korody, Marisa L.",3,"Indiana State Univ, Dept Biol, 600 North Chestnut St, Terre Haute, IN 47809 USA.",indiana state univ,dept biol,47809,terre haute,in,usa,NA,NA,NA,WOS:000464932900002,15449,J,2019,OXFORD UNIV PRESS INC
44855,12156,"Tuttle, Elaina M.",6,"Indiana State Univ, Dept Biol, 600 North Chestnut St, Terre Haute, IN 47809 USA.",indiana state univ,dept biol,47809,terre haute,in,usa,NA,NA,NA,WOS:000464932900002,15449,J,2019,OXFORD UNIV PRESS INC
44856,3395,"Li, Daiqin",5,"Natl Univ Singapore, Dept Biol Sci, 14 Sci Dr 4, Singapore 117543, Singapore.",natl univ singapore,dept biol sci,117543,singapore,NA,singapore,NA,NA,0000-0001-8269-7734,WOS:000464932900005,15450,J,2019,OXFORD UNIV PRESS INC
44857,1126,"Painting, Christina J.",3,"Univ Auckland, Sch Biol Sci, Private Bag 92019,Auckland Mail Ctr 1142, Auckland, New Zealand.",univ auckland,sch biol sci,1142,auckland,NA,new zealand,NA,IXN-5718-2023,0000-0003-0701-2648,WOS:000464932900005,15450,J,2019,OXFORD UNIV PRESS INC
44858,44858,"Wee, Samantha S. E.",2,"Natl Univ Singapore, Dept Biol Sci, 14 Sci Dr 4, Singapore 117543, Singapore.",natl univ singapore,dept biol sci,117543,singapore,NA,singapore,NA,NA,NA,WOS:000464932900005,15450,J,2019,OXFORD UNIV PRESS INC
44859,37966,"Zeng, Hua",1,"Natl Univ Singapore, Dept Biol Sci, 14 Sci Dr 4, Singapore 117543, Singapore.",natl univ singapore,dept biol sci,117543,singapore,NA,singapore,NA,B-8834-2008,NA,WOS:000464932900005,15450,J,2019,OXFORD UNIV PRESS INC
44860,30646,"Zhang, SW",4,"Hubei Univ, Sch Life Sci, State Key Lab Biocatalysis & Enzyme Engn, Ctr Behav Ecol & Evolut, 368 Youyi Ave, Wuhan 430062, Hubei, Peoples R China.",hubei univ,sch life sci,430062,wuhan,NA,china,NA,NA,NA,WOS:000464932900005,15450,J,2019,OXFORD UNIV PRESS INC
44861,44861,"Gerber, Glenn P.",2,"San Diego Zoo Global, Inst Conservat Res, Escondido, CA 92027 USA.",san diego zoo global,inst conservat res,92027,escondido,ca,usa,NA,NA,NA,WOS:000461135000027,15451,J,2019,OXFORD UNIV PRESS INC
44862,44862,"Jackson, Anna C.",4,"Mississippi State Univ, Biol Sci Dept, Mississippi State, MS 39762 USA.",mississippi state univ,biol sci dept,39762,mississippi state,ms,usa,NA,NA,NA,WOS:000461135000027,15451,J,2019,OXFORD UNIV PRESS INC
44863,30196,"Moss, Jeanette B.",1,"Mississippi State Univ, Biol Sci Dept, Mississippi State, MS 39762 USA.",mississippi state univ,biol sci dept,39762,mississippi state,ms,usa,NA,AAH-9930-2020,0000-0002-7207-5955,WOS:000461135000027,15451,J,2019,OXFORD UNIV PRESS INC
44864,44864,"Schwirian, Aumbriel",3,"Mississippi State Univ, Biol Sci Dept, Mississippi State, MS 39762 USA.",mississippi state univ,biol sci dept,39762,mississippi state,ms,usa,NA,NA,NA,WOS:000461135000027,15451,J,2019,OXFORD UNIV PRESS INC
